user_id,obs_txn_count,total_volume,avg_transaction_amount,median_transaction_amount,std_transaction_amount,max_transaction_amount,min_transaction_amount,cv_transaction_amount,pct_transfers,pct_debits,pct_cashouts,pct_payments,avg_hours_between_txns,pct_weekend_txns,pct_night_txns,pct_early_morning_txns,avg_balance,min_balance,max_balance,balance_volatility,pct_low_balance_txns,total_fees_paid,avg_fees_per_txn,pct_txns_with_fees,unique_recipients,recipient_concentration,unique_txn_types,account_age_days,transactions_per_day
USER_000023,119.0,2868.900513194502,24.108407673903375,10.08,36.088017161374076,189.119192036514,3.552713678800501e-15,1.4969058782110387,0.44537815126050423,0.2857142857142857,0.04201680672268908,0.08403361344537816,10.997086982161017,0.2689075630252101,0.15126050420168066,0.008403361344537815,87.2550420168067,15.39,207.43,53.08710296749363,0.11764705882352941,0.0,0.0,0.0,36.0,0.07563025210084033,8.0,54.0,2.2037037037037037
USER_000024,97.0,2594.898379309704,26.751529683605195,11.71,37.788329861657466,187.66367931203703,1.74,1.4125670684475373,0.4845360824742268,0.25773195876288657,0.030927835051546393,0.13402061855670103,14.749906252662035,0.28865979381443296,0.26804123711340205,0.030927835051546393,180.38886597938145,65.43,497.89,109.33901445043425,0.0,0.0,0.0,0.0,39.0,0.061855670103092786,6.0,58.0,1.6724137931034482
USER_000025,120.0,3380.2658444823473,28.168882037352894,13.67,39.548171287153984,195.14962972196312,1.14,1.403966662031946,0.5166666666666667,0.125,0.041666666666666664,0.15833333333333333,16.59262621322129,0.23333333333333334,0.008333333333333333,0.008333333333333333,118.51199999999999,5.0,403.63,79.24284992902481,0.008333333333333333,0.0,0.0,0.0,45.0,0.05,8.0,82.0,1.4634146341463414
USER_000026,101.0,3097.6685512383274,30.669985655825023,16.28,38.795122111708906,199.89147889193555,0.97,1.2649214299303302,0.45544554455445546,0.18811881188118812,0.04950495049504951,0.10891089108910891,4.989426289708334,0.27722772277227725,0.0594059405940594,0.07920792079207921,146.10029702970297,53.31,283.5,54.379633622440764,0.0,0.0,0.0,0.0,32.0,0.07920792079207921,8.0,20.0,5.05
USER_000027,114.0,2862.4054777281144,25.10881998007118,11.945,34.190141346690986,173.18453190038977,0.92,1.3616785406015748,0.2631578947368421,0.22807017543859648,0.03508771929824561,0.2982456140350877,15.67528797759587,0.2807017543859649,0.16666666666666666,0.008771929824561403,134.13447368421055,66.92,240.1,46.730198931723116,0.0,2.0,0.017543859649122806,0.07017543859649122,33.0,0.08771929824561403,8.0,73.0,1.5616438356164384
USER_000028,104.0,2504.019005446504,24.077105821601,13.435,35.49320098221633,186.64923651901717,0.3594187709352141,1.4741473184195284,0.36538461538461536,0.2692307692307692,0.0673076923076923,0.125,5.664656508837649,0.2980769230769231,0.04807692307692308,0.0,104.63307692307694,5.0,239.47,57.81596598241235,0.019230769230769232,0.0,0.0,0.0,31.0,0.1346153846153846,8.0,24.0,4.333333333333333
USER_000029,114.0,3143.7170430305173,27.57646528974138,11.702586373835894,40.863084379572335,193.30635917103763,7.105427357601002e-15,1.481810085166124,0.4298245614035088,0.2807017543859649,0.017543859649122806,0.11403508771929824,3.781105691445428,0.2894736842105263,0.14912280701754385,0.08771929824561403,121.22412280701755,15.11,248.82,56.37708981761447,0.008771929824561403,0.0,0.0,0.0,32.0,0.07017543859649122,8.0,17.0,6.705882352941177
USER_000030,117.0,2984.8658943498226,25.511674310682245,12.36,35.89518699369147,172.02695685872538,0.0598533814424584,1.4070102399614532,0.4444444444444444,0.13675213675213677,0.02564102564102564,0.21367521367521367,8.710839611434388,0.3076923076923077,0.07692307692307693,0.1111111111111111,112.19128205128206,31.25,212.91,49.857564596358955,0.0,0.0,0.0,0.0,40.0,0.08547008547008547,8.0,42.0,2.7857142857142856
USER_000031,111.0,4528.5216316181595,40.79749217674018,20.45,45.50567061397009,170.21456093679757,0.4504488790051155,1.1154036237529859,0.32432432432432434,0.3153153153153153,0.018018018018018018,0.1891891891891892,14.984863772472222,0.2882882882882883,0.13513513513513514,0.009009009009009009,103.0418018018018,32.22,295.36,58.76984919927746,0.0,0.0,0.0,0.0,33.0,0.09009009009009009,6.0,68.0,1.6323529411764706
USER_000032,119.0,4271.682861494756,35.89649463440971,21.91,40.40960746175623,196.45386494469588,1.0324784387388917,1.1257257254032913,0.35294117647058826,0.31932773109243695,0.008403361344537815,0.07563025210084033,14.882805948140302,0.42857142857142855,0.025210084033613446,0.05042016806722689,89.91092436974792,5.0,230.48,50.17180028714888,0.01680672268907563,2.29,0.019243697478991597,0.04201680672268908,32.0,0.07563025210084033,8.0,73.0,1.63013698630137
USER_000033,98.0,3972.4530029613748,40.53523472409566,19.475,45.858360475646236,198.1202108945397,1.63,1.1313209554054047,0.4387755102040816,0.16326530612244897,0.061224489795918366,0.17346938775510204,4.750800478004009,0.2653061224489796,0.22448979591836735,0.07142857142857142,156.4928571428571,86.03,436.97,67.1126910578836,0.0,0.0,0.0,0.0,33.0,0.10204081632653061,6.0,19.0,5.157894736842105
USER_000034,110.0,4242.093496816957,38.56448633469961,20.7,45.95028424145677,198.314320660494,0.54,1.191518119615444,0.43636363636363634,0.2,0.06363636363636363,0.1,8.106472540005099,0.2818181818181818,0.06363636363636363,0.12727272727272726,142.18263636363636,62.75,286.39,60.60245219668819,0.0,0.0,0.0,0.0,37.0,0.06363636363636363,8.0,36.0,3.0555555555555554
USER_000035,100.0,3153.6736322374104,31.536736322374104,13.05,44.815207152444714,191.053507169858,0.65,1.4210477169969564,0.45,0.2,0.02,0.15,25.769004007738502,0.33,0.04,0.01,163.5224,75.36,271.39,58.57417916530191,0.0,3.15,0.0315,0.04,31.0,0.06,8.0,106.0,0.9433962264150944
USER_000036,94.0,3683.968530886781,39.19115458390193,25.259999999999998,45.132744530726995,183.3561748900597,0.82,1.1516053816201073,0.4787234042553192,0.18085106382978725,0.05319148936170213,0.0851063829787234,12.877701552320788,0.23404255319148937,0.18085106382978725,0.0,145.04074468085108,75.25,302.67,53.211239136175266,0.0,0.0,0.0,0.0,33.0,0.09574468085106383,8.0,49.0,1.9183673469387754
USER_000037,93.0,2626.058400996249,28.237187107486548,13.85,42.59457909484913,197.4914132776586,0.5029075318936265,1.5084568775462763,0.5161290322580645,0.20430107526881722,0.053763440860215055,0.11827956989247312,3.7925190653743956,0.3655913978494624,0.03225806451612903,0.010752688172043012,153.0601075268817,25.32,539.12,128.33684007579618,0.0,3.28,0.03526881720430107,0.053763440860215055,25.0,0.12903225806451613,6.0,14.0,6.642857142857143
USER_000038,93.0,3158.0117248538813,33.957115321009475,16.57,44.28024837054099,197.88708287404592,3.34,1.3040050060773132,0.3763440860215054,0.27956989247311825,0.08602150537634409,0.12903225806451613,4.962500042687198,0.23655913978494625,0.0,0.010752688172043012,154.69827956989246,78.76,276.64,56.343200307765535,0.0,0.0,0.0,0.0,33.0,0.07526881720430108,6.0,19.0,4.894736842105263
USER_000039,101.0,3609.2683860264624,35.73533055471745,19.62,44.5741208451592,182.9613039721967,1.03,1.247340381444294,0.4752475247524752,0.19801980198019803,0.06930693069306931,0.06930693069306931,4.443366733458332,0.45544554455445546,0.06930693069306931,0.15841584158415842,119.51891089108912,5.42,371.0,73.2337323629076,0.019801980198019802,0.0,0.0,0.0,33.0,0.07920792079207921,8.0,18.0,5.611111111111111
USER_000040,99.0,2953.281839739751,29.83112969434092,15.26,38.868268566977314,197.90999875098584,1.62,1.3029432329661579,0.36363636363636365,0.2727272727272727,0.08080808080808081,0.16161616161616163,5.973692398489229,0.16161616161616163,0.010101010101010102,0.0,101.40181818181817,28.31,297.04,65.12068716360785,0.0,0.0,0.0,0.0,35.0,0.08080808080808081,6.0,24.0,4.125
USER_000041,96.0,3252.8072941320024,33.88340931387503,16.895814598832757,44.297859243894145,192.12386255198925,1.45,1.3073613352642903,0.28125,0.40625,0.08333333333333333,0.11458333333333333,6.110398740932748,0.23958333333333334,0.125,0.09375,145.17333333333335,70.42,262.54,56.00359307395359,0.0,0.0,0.0,0.0,28.0,0.11458333333333333,6.0,24.0,4.0
USER_000042,111.0,4125.211933478704,37.16407147278112,23.43634764963695,41.57486000705246,206.79,0.5828436685216758,1.1186842119142353,0.3963963963963964,0.1981981981981982,0.05405405405405406,0.11711711711711711,22.238569785565655,0.35135135135135137,0.06306306306306306,0.07207207207207207,94.04765765765768,5.0,213.31,50.59073405916712,0.018018018018018018,5.33,0.04801801801801802,0.09009009009009009,35.0,0.0990990990990991,8.0,101.0,1.099009900990099
USER_000043,106.0,3524.878341381209,33.25356925831329,14.975,44.075292349779495,198.7252157802476,1.4210854715202004e-14,1.3254304224428721,0.37735849056603776,0.24528301886792453,0.07547169811320754,0.16037735849056603,3.7474460888492063,0.37735849056603776,0.1792452830188679,0.08490566037735849,178.82999999999998,80.86,486.63,96.76739831752664,0.0,0.0,0.0,0.0,27.0,0.10377358490566038,8.0,16.0,6.625
USER_000044,102.0,2813.665690285339,27.584957747895483,14.765,37.23001408613987,194.797313857846,0.0681147293668402,1.3496491249467375,0.38235294117647056,0.29411764705882354,0.029411764705882353,0.17647058823529413,3.808692836553906,0.4117647058823529,0.049019607843137254,0.058823529411764705,135.2974509803921,40.85,434.13,79.3689881663303,0.0,0.0,0.0,0.0,31.0,0.058823529411764705,8.0,16.0,6.375
USER_000045,118.0,2879.002861799778,24.398329337286256,8.665,38.67715736404756,186.80596050934165,3.552713678800501e-15,1.5852379410642667,0.4322033898305085,0.1864406779661017,0.06779661016949153,0.16101694915254236,15.405388655935422,0.2796610169491525,0.00847457627118644,0.03389830508474576,106.83822033898304,24.27,257.04,60.16542075038364,0.0,0.0,0.0,0.0,41.0,0.0847457627118644,8.0,75.0,1.5733333333333333
USER_000046,99.0,3607.8541025978466,36.44297073331158,16.85,42.18037991623846,184.53700611347043,1.27,1.1574352767482388,0.4444444444444444,0.13131313131313133,0.050505050505050504,0.15151515151515152,23.558520124132652,0.32323232323232326,0.050505050505050504,0.1111111111111111,147.1960606060606,23.98,280.17,53.26742042957195,0.0,0.0,0.0,0.0,32.0,0.15151515151515152,8.0,96.0,1.03125
USER_000047,101.0,2660.3074971718515,26.33967818982031,12.53,39.5138862692574,199.29470285154045,0.1477046326902069,1.5001658708392505,0.45544554455445546,0.3465346534653465,0.019801980198019802,0.09900990099009901,7.242041071777781,0.24752475247524752,0.0297029702970297,0.04950495049504951,175.8613861386139,67.54,470.11,98.74732538180164,0.0,0.0,0.0,0.0,30.0,0.07920792079207921,6.0,30.0,3.3666666666666667
USER_000048,99.0,3252.6139186470764,32.85468604694017,18.55,41.281364554552404,189.58292661655625,1.7763568394002505e-15,1.2564833063865797,0.46464646464646464,0.26262626262626265,0.030303030303030304,0.09090909090909091,3.86294917920068,0.40404040404040403,0.1111111111111111,0.12121212121212122,82.80232323232323,11.06,266.74,65.70224286899881,0.26262626262626265,0.8400000000000001,0.008484848484848486,0.030303030303030304,30.0,0.13131313131313133,6.0,15.0,6.6
USER_000049,106.0,2180.495710836549,20.570714253174987,10.45,30.433923082135298,160.79262495602995,3.552713678800501e-15,1.4794781896033569,0.49056603773584906,0.16981132075471697,0.04716981132075472,0.18867924528301888,10.420475543722223,0.2830188679245283,0.0,0.0,80.16575471698113,21.71,182.51,42.49763740095527,0.0,0.0,0.0,0.0,38.0,0.07547169811320754,6.0,45.0,2.3555555555555556
USER_000050,95.0,3249.974384533298,34.21025667929787,15.53,46.47774859768864,188.671740769158,1.0658141036401504e-14,1.3585910516074662,0.4842105263157895,0.22105263157894736,0.05263157894736842,0.08421052631578947,3.044208076046099,0.37894736842105264,0.30526315789473685,0.35789473684210527,96.0058947368421,18.46,271.51,66.75339608054914,0.16842105263157894,0.0,0.0,0.0,35.0,0.10526315789473684,6.0,11.0,8.636363636363637
USER_000051,86.0,3275.431786704093,38.0864161244662,19.835,42.36375935744711,171.06851260535817,1.59,1.1123062673842186,0.43023255813953487,0.20930232558139536,0.10465116279069768,0.10465116279069768,17.839876861140517,0.26744186046511625,0.046511627906976744,0.06976744186046512,166.46558139534883,95.75,266.82,50.823925482224496,0.0,0.0,0.0,0.0,34.0,0.05813953488372093,6.0,63.0,1.3650793650793651
USER_000052,107.0,3059.577344081643,28.594180785809748,13.76,36.81609321381816,176.1080795888647,1.53,1.2875379605940187,0.27102803738317754,0.34579439252336447,0.04672897196261682,0.205607476635514,2.134619836210692,0.42990654205607476,0.0,0.0,138.7834579439252,67.58,302.4,58.03756794221136,0.0,0.0,0.0,0.0,30.0,0.08411214953271028,6.0,9.0,11.88888888888889
USER_000053,94.0,2352.3141883540497,25.024619025043084,12.940000000000001,33.22860163248813,174.2480625574293,1.13,1.3278364637333744,0.46808510638297873,0.22340425531914893,0.02127659574468085,0.11702127659574468,3.9351355468100357,0.30851063829787234,0.02127659574468085,0.02127659574468085,161.33893617021278,94.52,288.71,51.455302922595806,0.0,0.0,0.0,0.0,34.0,0.0851063829787234,8.0,15.0,6.266666666666667
USER_000054,95.0,2851.1541372043916,30.012148812677808,16.9,38.53167352247584,186.4552033079379,1.34,1.283869201201588,0.5789473684210527,0.18947368421052632,0.010526315789473684,0.07368421052631578,8.211763623055553,0.35789473684210527,0.11578947368421053,0.031578947368421054,98.936,26.03,236.7,57.57451762346314,0.0,3.07,0.03231578947368421,0.042105263157894736,35.0,0.11578947368421053,8.0,32.0,2.96875
USER_000055,92.0,3358.8924026481272,36.50970002878399,15.870000000000001,44.380823560549885,188.2906438961522,1.94,1.2155899261171788,0.6630434782608695,0.14130434782608695,0.021739130434782608,0.05434782608695652,26.916915164441388,0.30434782608695654,0.043478260869565216,0.09782608695652174,158.26815217391305,53.74,449.31,84.72817051586561,0.0,0.0,0.0,0.0,34.0,0.08695652173913043,6.0,102.0,0.9019607843137255
USER_000056,90.0,4384.4605951151025,48.71622883461225,25.765,60.14756105647062,421.75902128906256,0.63,1.2346514189484337,0.32222222222222224,0.17777777777777778,0.03333333333333333,0.23333333333333334,4.0623085217540575,0.26666666666666666,0.022222222222222223,0.05555555555555555,149.9486666666667,64.69,518.45,93.6797276188481,0.0,0.0,0.0,0.0,27.0,0.13333333333333333,8.0,15.0,6.0
USER_000057,89.0,3441.770053297981,38.67157363256158,15.793964845995326,50.592657796184774,194.64714483556037,0.5,1.3082647806601178,0.38202247191011235,0.2247191011235955,0.0449438202247191,0.20224719101123595,22.440913132847225,0.20224719101123595,0.011235955056179775,0.0449438202247191,100.14011235955056,32.8,227.45,56.61908041493333,0.0,0.0,0.0,0.0,31.0,0.0898876404494382,6.0,82.0,1.0853658536585367
USER_000058,110.0,3063.7576019746466,27.85234183613315,14.478335840671729,36.74390511199691,177.38305429219227,1.46,1.3192393418182393,0.36363636363636365,0.23636363636363636,0.08181818181818182,0.13636363636363635,15.25036066810907,0.23636363636363636,0.0,0.00909090909090909,161.89927272727274,57.11,332.06,60.87323691034744,0.0,3.6499999999999995,0.03318181818181818,0.08181818181818182,37.0,0.06363636363636363,8.0,69.0,1.5942028985507246
USER_000059,94.0,2083.08030862587,22.16042881516883,11.829999999999998,30.759880186009102,171.98670064890842,0.74,1.3880543757778703,0.4787234042553192,0.2553191489361702,0.0425531914893617,0.1276595744680851,13.697418893446837,0.32978723404255317,0.13829787234042554,0.0,132.5290425531915,57.16,337.73,68.05891981026518,0.0,0.0,0.0,0.0,29.0,0.0851063829787234,6.0,53.0,1.7735849056603774
USER_000060,104.0,5071.300752317963,48.76250723382657,25.245,54.19236238788004,194.41020029012364,0.5,1.1113530755917895,0.36538461538461536,0.19230769230769232,0.09615384615384616,0.14423076923076922,8.061885712092772,0.3173076923076923,0.028846153846153848,0.038461538461538464,142.6680769230769,44.9,267.24,63.23965867456575,0.0,0.0,0.0,0.0,37.0,0.07692307692307693,8.0,34.0,3.0588235294117645
USER_000061,103.0,2769.6619917296107,26.889922249802044,10.76,40.243799728818814,199.1246392384043,0.6127103134950715,1.496612721857724,0.3883495145631068,0.22330097087378642,0.009708737864077669,0.27184466019417475,13.2053260863671,0.2912621359223301,0.1941747572815534,0.038834951456310676,140.52339805825244,78.21,277.33,49.799567415898146,0.0,0.0,0.0,0.0,38.0,0.06796116504854369,6.0,56.0,1.8392857142857142
USER_000062,107.0,3337.3331561933596,31.1900294971342,15.84,42.75138299611515,195.06779131738887,0.426914821574158,1.3706746574267659,0.45794392523364486,0.18691588785046728,0.07476635514018691,0.14018691588785046,18.04045692202306,0.32710280373831774,0.04672897196261682,0.1588785046728972,191.29467289719622,72.55,537.4,93.11108308387553,0.0,0.0,0.0,0.0,41.0,0.07476635514018691,8.0,79.0,1.3544303797468353
USER_000063,106.0,3737.0412994978665,35.25510659903647,15.934999999999999,46.033776774320415,177.21037339260235,0.5,1.3057335862821793,0.5283018867924528,0.2169811320754717,0.0660377358490566,0.05660377358490566,15.828621108671957,0.4056603773584906,0.25471698113207547,0.018867924528301886,170.76377358490566,99.72,276.93,53.58494993848696,0.0,0.0,0.0,0.0,36.0,0.07547169811320754,6.0,69.0,1.536231884057971
USER_000064,109.0,3718.878420886387,34.118150650333824,16.29,43.091486790278395,183.8998615199765,0.8876702501654705,1.2630076944061086,0.45871559633027525,0.14678899082568808,0.045871559633027525,0.21100917431192662,12.900772408922323,0.26605504587155965,0.01834862385321101,0.045871559633027525,174.6997247706422,99.36,415.57,69.60151401155959,0.0,0.0,0.0,0.0,38.0,0.08256880733944955,6.0,58.0,1.8793103448275863
USER_000065,111.0,3193.493432399394,28.770211102697242,12.29,44.02033638523914,185.90870575227143,0.61,1.5300665062242862,0.38738738738738737,0.2702702702702703,0.036036036036036036,0.1891891891891892,12.41554081967929,0.26126126126126126,0.009009009009009009,0.018018018018018018,109.00333333333333,32.76,405.54,65.41338873702087,0.0,2.31,0.02081081081081081,0.07207207207207207,40.0,0.07207207207207207,8.0,56.0,1.9821428571428572
