user_id,credit_archetype,loans_taken,credit_risk_label,final_credit_limit,gen_txn_count
USER_000246,responsible_borrower,4,0,122.0703125,114
USER_000247,risky_borrower,6,1,50.0,100
USER_000248,responsible_borrower,3,0,97.65625,110
USER_000249,non_borrower,0,-1,0.0,89
USER_000250,non_borrower,0,-1,0.0,112
USER_000251,responsible_borrower,4,1,97.65625,103
USER_000252,responsible_borrower,2,0,78.125,97
USER_000253,responsible_borrower,4,1,97.65625,102
USER_000254,responsible_borrower,4,0,122.0703125,103
USER_000255,non_borrower,0,-1,0.0,132
USER_000256,non_borrower,0,-1,0.0,90
USER_000257,non_borrower,0,-1,0.0,107
USER_000258,non_borrower,0,-1,0.0,96
USER_000259,non_borrower,0,-1,0.0,100
USER_000260,occasional_borrower,2,0,78.125,89
USER_000261,responsible_borrower,4,1,97.65625,108
USER_000262,risky_borrower,4,2,50.0,105
USER_000263,responsible_borrower,4,0,122.0703125,103
USER_000264,occasional_borrower,1,1,50.0,110
USER_000265,responsible_borrower,4,0,122.0703125,99
USER_000266,occasional_borrower,2,0,78.125,107
USER_000267,non_borrower,0,-1,0.0,100
USER_000268,non_borrower,0,-1,0.0,115
USER_000269,non_borrower,0,-1,0.0,93
USER_000270,non_borrower,0,-1,0.0,93
USER_000271,responsible_borrower,2,0,78.125,120
USER_000272,non_borrower,0,-1,0.0,100
USER_000273,non_borrower,0,-1,0.0,119
USER_000274,non_borrower,0,-1,0.0,97
USER_000275,responsible_borrower,2,0,78.125,104
USER_000276,occasional_borrower,1,0,62.5,94
USER_000277,non_borrower,0,-1,0.0,130
USER_000278,responsible_borrower,2,1,62.5,106
USER_000279,non_borrower,0,-1,0.0,102
USER_000280,risky_borrower,6,2,50.0,93
USER_000281,risky_borrower,2,2,50.0,99
USER_000282,non_borrower,0,-1,0.0,96
USER_000283,non_borrower,0,-1,0.0,114
USER_000284,risky_borrower,4,1,50.0,90
USER_000285,non_borrower,0,-1,0.0,91
USER_000286,responsible_borrower,3,0,97.65625,119
USER_000287,risky_borrower,6,1,50.0,107
USER_000288,non_borrower,0,-1,0.0,118
USER_000289,responsible_borrower,4,1,97.65625,107
USER_000290,responsible_borrower,3,1,78.125,111
USER_000291,non_borrower,0,-1,0.0,102
USER_000292,non_borrower,0,-1,0.0,112
USER_000293,responsible_borrower,4,0,122.0703125,112
USER_000294,responsible_borrower,4,0,122.0703125,124
USER_000295,non_borrower,0,-1,0.0,91
USER_000296,responsible_borrower,4,0,122.0703125,99
USER_000297,responsible_borrower,3,1,78.125,109
USER_000298,risky_borrower,4,2,50.0,109
USER_000299,non_borrower,0,-1,0.0,98
USER_000300,responsible_borrower,4,1,97.65625,124
USER_000301,occasional_borrower,2,1,62.5,119
USER_000302,responsible_borrower,2,0,78.125,120
USER_000303,defaulter,1,2,50.0,100
USER_000304,responsible_borrower,4,0,122.0703125,124
USER_000305,non_borrower,0,-1,0.0,86
USER_000306,risky_borrower,2,2,50.0,103
USER_000307,occasional_borrower,1,0,62.5,92
USER_000308,responsible_borrower,2,0,78.125,109
USER_000309,non_borrower,0,-1,0.0,103
USER_000310,responsible_borrower,4,0,122.0703125,109
USER_000311,non_borrower,0,-1,0.0,109
USER_000312,risky_borrower,6,1,50.0,98
USER_000313,risky_borrower,4,1,50.0,114
USER_000314,non_borrower,0,-1,0.0,94
USER_000315,responsible_borrower,2,0,78.125,94
USER_000316,non_borrower,0,-1,0.0,85
USER_000317,non_borrower,0,-1,0.0,109
USER_000318,non_borrower,0,-1,0.0,81
USER_000319,non_borrower,0,-1,0.0,99
USER_000320,non_borrower,0,-1,0.0,97
USER_000321,non_borrower,0,-1,0.0,96
USER_000322,non_borrower,0,-1,0.0,112
USER_000323,risky_borrower,5,1,50.0,96
USER_000324,responsible_borrower,3,0,97.65625,117
USER_000325,non_borrower,0,-1,0.0,92
USER_000326,responsible_borrower,4,0,122.0703125,111
USER_000327,responsible_borrower,2,1,62.5,101
USER_000328,occasional_borrower,2,0,78.125,97
USER_000329,responsible_borrower,4,1,97.65625,101
USER_000330,occasional_borrower,2,1,50.0,113
USER_000331,responsible_borrower,3,0,97.65625,100
USER_000332,non_borrower,0,-1,0.0,112
USER_000333,non_borrower,0,-1,0.0,99
USER_000334,non_borrower,0,-1,0.0,104
USER_000335,non_borrower,0,-1,0.0,94
USER_000336,non_borrower,0,-1,0.0,90
USER_000337,risky_borrower,2,2,50.0,111
USER_000338,non_borrower,0,-1,0.0,115
USER_000339,responsible_borrower,3,1,78.125,106
USER_000340,responsible_borrower,3,0,97.65625,103
USER_000341,responsible_borrower,4,1,97.65625,120
USER_000342,responsible_borrower,2,0,78.125,112
USER_000343,non_borrower,0,-1,0.0,89
USER_000344,responsible_borrower,4,0,122.0703125,110
USER_000345,non_borrower,0,-1,0.0,111
USER_000346,responsible_borrower,3,0,97.65625,103
USER_000347,non_borrower,0,-1,0.0,102
USER_000348,occasional_borrower,2,1,62.5,97
USER_000349,defaulter,1,2,50.0,98
USER_000350,non_borrower,0,-1,0.0,92
USER_000351,responsible_borrower,2,0,78.125,116
USER_000352,risky_borrower,6,1,50.0,114
USER_000353,responsible_borrower,4,0,122.0703125,103
USER_000354,responsible_borrower,4,0,122.0703125,120
USER_000355,responsible_borrower,3,0,97.65625,108
USER_000356,non_borrower,0,-1,0.0,98
USER_000357,responsible_borrower,4,0,122.0703125,110
USER_000358,non_borrower,0,-1,0.0,92
USER_000359,occasional_borrower,2,0,78.125,96
USER_000360,occasional_borrower,1,1,50.0,117
USER_000361,responsible_borrower,3,0,97.65625,114
USER_000362,responsible_borrower,4,0,122.0703125,105
USER_000363,responsible_borrower,2,0,78.125,118
USER_000364,non_borrower,0,-1,0.0,111
USER_000365,responsible_borrower,3,1,78.125,112
USER_000366,responsible_borrower,2,0,78.125,92
USER_000367,responsible_borrower,4,0,122.0703125,102
USER_000368,risky_borrower,6,1,50.0,109
USER_000369,responsible_borrower,4,0,122.0703125,127
USER_000370,occasional_borrower,2,0,78.125,122
USER_000371,occasional_borrower,2,0,78.125,79
USER_000372,non_borrower,0,-1,0.0,107
USER_000373,non_borrower,0,-1,0.0,106
USER_000374,non_borrower,0,-1,0.0,87
USER_000375,responsible_borrower,4,0,122.0703125,96
USER_000376,responsible_borrower,4,1,97.65625,111
USER_000377,non_borrower,0,-1,0.0,77
USER_000378,responsible_borrower,3,1,78.125,110
USER_000379,responsible_borrower,4,1,97.65625,87
USER_000380,responsible_borrower,3,0,97.65625,99
USER_000381,non_borrower,0,-1,0.0,95
USER_000382,non_borrower,0,-1,0.0,92
USER_000383,non_borrower,0,-1,0.0,104
USER_000384,responsible_borrower,2,0,78.125,109
USER_000385,occasional_borrower,2,1,62.5,118
USER_000386,responsible_borrower,2,0,78.125,108
USER_000387,non_borrower,0,-1,0.0,105
USER_000388,responsible_borrower,3,0,97.65625,91
USER_000389,occasional_borrower,1,0,62.5,100
USER_000390,non_borrower,0,-1,0.0,99
USER_000391,non_borrower,0,-1,0.0,128
USER_000392,occasional_borrower,1,0,62.5,99
USER_000393,responsible_borrower,4,0,122.0703125,109
USER_000394,responsible_borrower,4,1,97.65625,91
USER_000395,non_borrower,0,-1,0.0,97
USER_000396,non_borrower,0,-1,0.0,99
USER_000397,responsible_borrower,4,1,97.65625,115
USER_000398,responsible_borrower,2,0,78.125,109
USER_000399,non_borrower,0,-1,0.0,97
USER_000400,occasional_borrower,1,0,62.5,103
USER_000401,responsible_borrower,4,1,97.65625,106
USER_000402,responsible_borrower,2,0,78.125,91
USER_000403,non_borrower,0,-1,0.0,104
USER_000404,responsible_borrower,4,0,122.0703125,110
USER_000405,non_borrower,0,-1,0.0,96
USER_000406,responsible_borrower,2,0,78.125,102
USER_000407,non_borrower,0,-1,0.0,108
USER_000408,non_borrower,0,-1,0.0,100
USER_000409,responsible_borrower,2,0,78.125,81
USER_000410,defaulter,1,2,50.0,85
USER_000411,non_borrower,0,-1,0.0,109
USER_000412,responsible_borrower,3,0,97.65625,102
USER_000413,responsible_borrower,3,0,97.65625,103
USER_000414,non_borrower,0,-1,0.0,88
USER_000415,occasional_borrower,1,0,62.5,114
USER_000416,non_borrower,0,-1,0.0,110
USER_000417,non_borrower,0,-1,0.0,94
USER_000418,responsible_borrower,4,1,97.65625,107
USER_000419,non_borrower,0,-1,0.0,102
USER_000420,non_borrower,0,-1,0.0,119
USER_000421,responsible_borrower,4,0,122.0703125,116
USER_000422,responsible_borrower,3,0,97.65625,89
USER_000423,responsible_borrower,3,0,97.65625,109
USER_000424,responsible_borrower,4,0,122.0703125,105
USER_000425,non_borrower,0,-1,0.0,98
USER_000426,non_borrower,0,-1,0.0,84
USER_000427,occasional_borrower,1,0,62.5,106
USER_000428,non_borrower,0,-1,0.0,96
USER_000429,non_borrower,0,-1,0.0,99
USER_000430,risky_borrower,2,2,50.0,107
USER_000431,non_borrower,0,-1,0.0,89
USER_000432,non_borrower,0,-1,0.0,98
USER_000433,occasional_borrower,1,1,50.0,100
USER_000434,occasional_borrower,1,1,50.0,102
USER_000435,non_borrower,0,-1,0.0,121
USER_000436,non_borrower,0,-1,0.0,115
USER_000437,responsible_borrower,4,1,78.125,93
USER_000438,non_borrower,0,-1,0.0,91
USER_000439,responsible_borrower,2,0,78.125,93
USER_000440,non_borrower,0,-1,0.0,97
USER_000441,responsible_borrower,4,0,122.0703125,122
USER_000442,defaulter,1,2,50.0,113
USER_000443,non_borrower,0,-1,0.0,112
USER_000444,responsible_borrower,3,0,97.65625,115
USER_000445,non_borrower,0,-1,0.0,89
USER_000446,non_borrower,0,-1,0.0,99
USER_000447,non_borrower,0,-1,0.0,93
USER_000448,non_borrower,0,-1,0.0,100
USER_000449,non_borrower,0,-1,0.0,101
USER_000450,non_borrower,0,-1,0.0,93
USER_000451,risky_borrower,3,2,50.0,99
USER_000452,occasional_borrower,2,0,78.125,99
USER_000453,non_borrower,0,-1,0.0,100
USER_000454,non_borrower,0,-1,0.0,99
USER_000455,non_borrower,0,-1,0.0,110
USER_000456,responsible_borrower,3,0,97.65625,111
USER_000457,responsible_borrower,4,1,97.65625,114
USER_000458,occasional_borrower,2,1,62.5,101
USER_000459,responsible_borrower,4,1,62.5,112
USER_000460,occasional_borrower,2,0,78.125,89
USER_000461,risky_borrower,4,1,50.0,105
USER_000462,responsible_borrower,3,0,97.65625,108
USER_000463,risky_borrower,4,1,50.0,118
USER_000464,non_borrower,0,-1,0.0,110
USER_000465,non_borrower,0,-1,0.0,90
USER_000466,responsible_borrower,4,0,122.0703125,123
USER_000467,responsible_borrower,2,0,78.125,114
USER_000468,occasional_borrower,2,1,62.5,111
USER_000469,responsible_borrower,2,0,78.125,94
USER_000470,responsible_borrower,4,0,122.0703125,103
USER_000471,non_borrower,0,-1,0.0,109
USER_000472,risky_borrower,1,2,50.0,80
USER_000473,non_borrower,0,-1,0.0,86
USER_000474,occasional_borrower,2,1,62.5,110
USER_000475,non_borrower,0,-1,0.0,112
USER_000476,responsible_borrower,3,0,97.65625,105
USER_000477,non_borrower,0,-1,0.0,87
USER_000478,risky_borrower,2,2,50.0,109
USER_000479,responsible_borrower,3,0,97.65625,91
USER_000480,non_borrower,0,-1,0.0,97
USER_000481,responsible_borrower,2,0,78.125,103
USER_000482,non_borrower,0,-1,0.0,113
USER_000483,occasional_borrower,1,2,50.0,109
USER_000484,non_borrower,0,-1,0.0,106
USER_000485,non_borrower,0,-1,0.0,116
USER_000486,non_borrower,0,-1,0.0,90
USER_000487,occasional_borrower,1,0,62.5,109
USER_000488,responsible_borrower,2,0,78.125,116
USER_000489,non_borrower,0,-1,0.0,109
USER_000490,responsible_borrower,3,0,97.65625,111
USER_000491,responsible_borrower,4,1,97.65625,108
USER_000492,responsible_borrower,3,0,97.65625,135
USER_000493,non_borrower,0,-1,0.0,108
USER_000494,non_borrower,0,-1,0.0,108
USER_000495,non_borrower,0,-1,0.0,102
USER_000496,responsible_borrower,4,1,78.125,113
USER_000497,non_borrower,0,-1,0.0,100
USER_000498,responsible_borrower,4,0,122.0703125,106
USER_000499,non_borrower,0,-1,0.0,98
USER_000500,risky_borrower,1,2,50.0,109
USER_000501,responsible_borrower,4,0,122.0703125,100
USER_000502,responsible_borrower,2,1,62.5,129
USER_000503,non_borrower,0,-1,0.0,102
USER_000504,responsible_borrower,3,0,97.65625,102
USER_000505,occasional_borrower,1,0,62.5,98
USER_000506,responsible_borrower,4,0,122.0703125,106
USER_000507,risky_borrower,5,1,50.0,119
USER_000508,occasional_borrower,1,1,50.0,111
USER_000509,non_borrower,0,-1,0.0,89
USER_000510,responsible_borrower,3,0,97.65625,109
USER_000511,non_borrower,0,-1,0.0,105
USER_000512,responsible_borrower,2,0,78.125,110
USER_000513,non_borrower,0,-1,0.0,84
USER_000514,responsible_borrower,3,0,97.65625,101
USER_000515,responsible_borrower,2,0,78.125,103
USER_000516,non_borrower,0,-1,0.0,115
USER_000517,responsible_borrower,3,0,97.65625,109
USER_000518,non_borrower,0,-1,0.0,82
USER_000519,non_borrower,0,-1,0.0,119
USER_000520,occasional_borrower,2,0,78.125,89
USER_000521,responsible_borrower,4,1,97.65625,99
USER_000522,risky_borrower,4,2,50.0,99
USER_000523,occasional_borrower,2,1,62.5,98
USER_000524,non_borrower,0,-1,0.0,102
USER_000525,risky_borrower,4,1,50.0,83
USER_000526,responsible_borrower,2,0,78.125,93
USER_000527,responsible_borrower,2,1,62.5,105
USER_000528,occasional_borrower,2,0,78.125,98
USER_000529,occasional_borrower,1,1,50.0,87
USER_000530,risky_borrower,5,2,50.0,127
USER_000531,responsible_borrower,3,0,97.65625,123
USER_000532,non_borrower,0,-1,0.0,88
USER_000533,occasional_borrower,1,1,50.0,97
USER_000534,responsible_borrower,4,0,122.0703125,110
USER_000535,risky_borrower,2,2,50.0,99
USER_000536,non_borrower,0,-1,0.0,83
USER_000537,responsible_borrower,4,0,122.0703125,90
USER_000538,occasional_borrower,1,0,62.5,97
USER_000539,risky_borrower,5,1,50.0,120
USER_000540,defaulter,1,2,50.0,120
USER_000541,non_borrower,0,-1,0.0,84
USER_000542,non_borrower,0,-1,0.0,104
USER_000543,non_borrower,0,-1,0.0,102
USER_000544,responsible_borrower,2,0,78.125,108
USER_000545,occasional_borrower,2,0,78.125,92
USER_000546,occasional_borrower,1,0,62.5,97
USER_000547,responsible_borrower,4,0,122.0703125,89
USER_000548,non_borrower,0,-1,0.0,104
USER_000549,non_borrower,0,-1,0.0,89
USER_000550,responsible_borrower,4,1,97.65625,110
USER_000551,non_borrower,0,-1,0.0,103
USER_000552,occasional_borrower,2,1,62.5,108
USER_000553,non_borrower,0,-1,0.0,93
USER_000554,responsible_borrower,3,0,97.65625,106
USER_000555,non_borrower,0,-1,0.0,84
USER_000556,non_borrower,0,-1,0.0,108
USER_000557,occasional_borrower,2,0,78.125,103
USER_000558,non_borrower,0,-1,0.0,94
USER_000559,occasional_borrower,1,1,50.0,120
USER_000560,responsible_borrower,4,0,122.0703125,86
USER_000561,non_borrower,0,-1,0.0,117
USER_000562,responsible_borrower,4,0,122.0703125,119
USER_000563,non_borrower,0,-1,0.0,96
USER_000564,responsible_borrower,2,0,78.125,110
USER_000565,non_borrower,0,-1,0.0,98
USER_000566,non_borrower,0,-1,0.0,102
USER_000567,non_borrower,0,-1,0.0,109
USER_000568,responsible_borrower,2,0,78.125,112
USER_000569,responsible_borrower,3,0,97.65625,121
USER_000570,non_borrower,0,-1,0.0,97
USER_000571,non_borrower,0,-1,0.0,101
USER_000572,risky_borrower,4,1,50.0,106
USER_000573,non_borrower,0,-1,0.0,92
USER_000574,responsible_borrower,2,0,78.125,117
USER_000575,responsible_borrower,2,0,78.125,103
USER_000576,responsible_borrower,3,1,78.125,85
USER_000577,non_borrower,0,-1,0.0,103
USER_000578,responsible_borrower,4,0,122.0703125,115
USER_000579,responsible_borrower,4,0,122.0703125,87
USER_000580,responsible_borrower,4,1,97.65625,107
USER_000581,risky_borrower,4,2,50.0,113
USER_000582,occasional_borrower,2,0,78.125,108
USER_000583,non_borrower,0,-1,0.0,103
USER_000584,responsible_borrower,2,0,78.125,94
